Num,Name,Type1,Type2,Gendered,HP,ATK,DEF,SPA,SPD,SPE,Total,ability_0,ability_1,ability_H,height,weight,prevo
181,Ampharos,Electric,,False,90,75,85,115,90,55,510,Static,,Plus,1.4,61.5,Flaaffy
182,Bellossom,Grass,,False,75,80,95,90,100,50,490,Chlorophyll,,Healer,0.4,5.8,Gloom
183,Marill,Water,Fairy,False,70,20,50,20,50,40,250,Thick Fat,Huge Power,Sap Sipper,0.4,8.5,Azurill
184,Azumarill,Water,Fairy,False,100,50,80,60,80,50,420,Thick Fat,Huge Power,Sap Sipper,0.8,28.5,Marill
185,Sudowoodo,Rock,,False,70,100,115,30,65,30,410,Sturdy,Rock Head,Rattled,1.2,38.0,Bonsly
186,Politoed,Water,,False,90,75,75,90,100,70,500,Water Absorb,Damp,Drizzle,1.1,33.9,Poliwhirl
187,Hoppip,Grass,Flying,False,35,35,40,35,55,50,250,Chlorophyll,Leaf Guard,Infiltrator,0.4,0.5,
188,Skiploom,Grass,Flying,False,55,45,50,45,65,80,340,Chlorophyll,Leaf Guard,Infiltrator,0.6,1.0,Hoppip
189,Jumpluff,Grass,Flying,False,75,55,70,55,95,110,460,Chlorophyll,Leaf Guard,Infiltrator,0.8,3.0,Skiploom
190,Aipom,Normal,,False,55,70,55,40,55,85,360,Run Away,Pickup,Skill Link,0.8,11.5,
191,Sunkern,Grass,,False,30,30,30,30,30,30,180,Chlorophyll,Solar Power,Early Bird,0.3,1.8,
192,Sunflora,Grass,,False,75,75,55,105,85,30,425,Chlorophyll,Solar Power,Early Bird,0.8,8.5,Sunkern
193,Yanma,Bug,Flying,False,65,65,45,75,45,95,390,Speed Boost,Compound Eyes,Frisk,1.2,38.0,
194,Wooper,Water,Ground,False,55,45,45,25,25,15,210,Damp,Water Absorb,Unaware,0.4,8.5,
194,Wooper-Paldea,Poison,Ground,False,55,45,45,25,25,15,210,Poison Point,Water Absorb,Unaware,0.4,11.0,
195,Quagsire,Water,Ground,False,95,85,85,65,65,35,430,Damp,Water Absorb,Unaware,1.4,75.0,Wooper
196,Espeon,Psychic,,True,65,65,60,130,95,110,525,Synchronize,,Magic Bounce,0.9,26.5,Eevee
197,Umbreon,Dark,,True,95,65,110,60,130,65,525,Synchronize,,Inner Focus,1.0,27.0,Eevee
198,Murkrow,Dark,Flying,False,60,85,42,85,42,91,405,Insomnia,Super Luck,Prankster,0.5,2.1,
199,Slowking,Water,Psychic,False,95,75,80,100,110,30,490,Oblivious,Own Tempo,Regenerator,2.0,79.5,Slowpoke
199,Slowking-Galar,Poison,Psychic,False,95,65,80,110,110,30,490,Curious Medicine,Own Tempo,Regenerator,1.8,79.5,Slowpoke-Galar
200,Misdreavus,Ghost,,False,60,60,60,85,85,85,435,Levitate,,,0.7,1.0,
201,Unown,Psychic,,False,48,72,48,72,48,48,336,Levitate,,,0.5,5.0,
202,Wobbuffet,Psychic,,False,190,33,58,33,58,33,405,Shadow Tag,,Telepathy,1.3,28.5,Wynaut
203,Girafarig,Normal,Psychic,False,70,80,65,90,65,85,455,Inner Focus,Early Bird,Sap Sipper,1.5,41.5,
204,Pineco,Bug,,False,50,65,90,35,35,15,290,Sturdy,,Overcoat,0.6,7.2,
205,Forretress,Bug,Steel,False,75,90,140,60,60,40,465,Sturdy,,Overcoat,1.2,125.8,Pineco
206,Dunsparce,Normal,,False,100,70,70,65,65,45,415,Serene Grace,Run Away,Rattled,1.5,14.0,
207,Gligar,Ground,Flying,False,65,75,105,35,65,85,430,Hyper Cutter,Sand Veil,Immunity,1.1,64.8,
208,Steelix,Steel,Ground,False,75,85,200,55,65,30,510,Rock Head,Sturdy,Sheer Force,9.2,400.0,Onix
209,Snubbull,Fairy,,True,60,80,50,40,40,30,300,Intimidate,Run Away,Rattled,0.6,7.8,
210,Granbull,Fairy,,True,90,120,75,60,60,45,450,Intimidate,Quick Feet,Rattled,1.4,48.7,Snubbull
211,Qwilfish,Water,Poison,False,65,95,85,55,55,85,440,Poison Point,Swift Swim,Intimidate,0.5,3.9,
211,Qwilfish-Hisui,Dark,Poison,False,65,95,85,55,55,85,440,Poison Point,Swift Swim,Intimidate,0.5,3.9,
212,Scizor,Bug,Steel,False,70,130,100,55,80,65,500,Swarm,Technician,Light Metal,1.8,118.0,Scyther
213,Shuckle,Bug,Rock,False,20,10,230,10,230,5,505,Sturdy,Gluttony,Contrary,0.6,20.5,
214,Heracross,Bug,Fighting,False,80,125,75,40,95,85,500,Swarm,Guts,Moxie,1.5,54.0,
215,Sneasel,Dark,Ice,False,55,95,55,35,75,115,430,Inner Focus,Keen Eye,Pickpocket,0.9,28.0,
215,Sneasel-Hisui,Fighting,Poison,False,55,95,55,35,75,115,430,Inner Focus,Keen Eye,Pickpocket,0.9,27.0,
216,Teddiursa,Normal,,False,60,80,50,50,50,40,330,Pickup,Quick Feet,Honey Gather,0.6,8.8,
217,Ursaring,Normal,,False,90,130,75,75,75,55,500,Guts,Quick Feet,Unnerve,1.8,125.8,Teddiursa
218,Slugma,Fire,,False,40,40,40,70,40,20,250,Magma Armor,Flame Body,Weak Armor,0.7,35.0,
219,Magcargo,Fire,Rock,False,60,50,120,90,80,30,430,Magma Armor,Flame Body,Weak Armor,0.8,55.0,Slugma
220,Swinub,Ice,Ground,False,50,50,40,30,30,50,250,Oblivious,Snow Cloak,Thick Fat,0.4,6.5,
221,Piloswine,Ice,Ground,False,100,100,80,60,60,50,450,Oblivious,Snow Cloak,Thick Fat,1.1,55.8,Swinub
222,Corsola,Water,Rock,True,65,55,95,65,95,35,410,Hustle,Natural Cure,Regenerator,0.6,5.0,
222,Corsola-Galar,Ghost,,True,60,55,100,65,100,30,410,Weak Armor,,Cursed Body,0.6,0.5,
223,Remoraid,Water,,False,35,65,35,65,35,65,300,Hustle,Sniper,Moody,0.6,12.0,
224,Octillery,Water,,False,75,105,75,105,75,45,480,Suction Cups,Sniper,Moody,0.9,28.5,Remoraid
225,Delibird,Ice,Flying,False,45,55,45,65,45,75,330,Vital Spirit,Hustle,Insomnia,0.9,16.0,
226,Mantine,Water,Flying,False,85,40,70,80,140,70,485,Swift Swim,Water Absorb,Water Veil,2.1,220.0,Mantyke
227,Skarmory,Steel,Flying,False,65,80,140,40,70,70,465,Keen Eye,Sturdy,Weak Armor,1.7,50.5,
228,Houndour,Dark,Fire,False,45,60,30,80,50,65,330,Early Bird,Flash Fire,Unnerve,0.6,10.8,
229,Houndoom,Dark,Fire,False,75,90,50,110,80,95,500,Early Bird,Flash Fire,Unnerve,1.4,35.0,Houndour
230,Kingdra,Water,Dragon,False,75,95,95,95,95,85,540,Swift Swim,Sniper,Damp,1.8,152.0,Seadra
231,Phanpy,Ground,,False,90,60,60,40,40,40,330,Pickup,,Sand Veil,0.5,33.5,
232,Donphan,Ground,,False,90,120,120,60,60,50,500,Sturdy,,Sand Veil,1.1,120.0,Phanpy
233,Porygon2,Normal,,False,85,80,90,105,95,60,515,Trace,Download,Analytic,0.6,32.5,Porygon
234,Stantler,Normal,,False,73,95,62,85,65,85,465,Intimidate,Frisk,Sap Sipper,1.4,71.2,
235,Smeargle,Normal,,False,55,20,35,20,45,75,250,Own Tempo,Technician,Moody,1.2,58.0,
236,Tyrogue,Fighting,,False,35,35,35,35,35,35,210,Guts,Steadfast,Vital Spirit,0.7,21.0,
237,Hitmontop,Fighting,,False,50,95,95,35,110,70,455,Intimidate,Technician,Steadfast,1.4,48.0,Tyrogue
238,Smoochum,Ice,Psychic,False,45,30,15,85,65,65,305,Oblivious,Forewarn,Hydration,0.4,6.0,
239,Elekid,Electric,,True,45,63,37,65,55,95,360,Static,,Vital Spirit,0.6,23.5,
240,Magby,Fire,,True,45,75,37,70,55,83,365,Flame Body,,Vital Spirit,0.7,21.4,
241,Miltank,Normal,,False,95,80,105,40,70,100,490,Thick Fat,Scrappy,Sap Sipper,1.2,75.5,
242,Blissey,Normal,,False,255,10,10,75,135,55,540,Natural Cure,Serene Grace,Healer,1.5,46.8,Chansey
243,Raikou,Electric,,False,90,85,75,115,100,115,580,Pressure,,Inner Focus,1.9,178.0,
244,Entei,Fire,,False,115,115,85,90,75,100,580,Pressure,,Inner Focus,2.1,198.0,
245,Suicune,Water,,False,100,75,115,90,115,85,580,Pressure,,Inner Focus,2.0,187.0,
246,Larvitar,Rock,Ground,False,50,64,50,45,50,41,300,Guts,,Sand Veil,0.6,72.0,
247,Pupitar,Rock,Ground,False,70,84,70,65,70,51,410,Shed Skin,,,1.2,152.0,Larvitar
248,Tyranitar,Rock,Dark,False,100,134,110,95,100,61,600,Sand Stream,,Unnerve,2.0,202.0,Pupitar
249,Lugia,Psychic,Flying,False,106,90,130,90,154,110,680,Pressure,,Multiscale,5.2,216.0,
250,Ho-Oh,Fire,Flying,False,106,130,90,110,154,90,680,Pressure,,Regenerator,3.8,199.0,
251,Celebi,Psychic,Grass,False,100,100,100,100,100,100,600,Natural Cure,,,0.6,5.0,
252,Treecko,Grass,,True,40,45,35,65,55,70,310,Overgrow,,Unburden,0.5,5.0,
253,Grovyle,Grass,,True,50,65,45,85,65,95,405,Overgrow,,Unburden,0.9,21.6,Treecko
254,Sceptile,Grass,,True,70,85,65,105,85,120,530,Overgrow,,Unburden,1.7,52.2,Grovyle
255,Torchic,Fire,,True,45,60,40,70,50,45,310,Blaze,,Speed Boost,0.4,2.5,
256,Combusken,Fire,Fighting,True,60,85,60,85,60,55,405,Blaze,,Speed Boost,0.9,19.5,Torchic
257,Blaziken,Fire,Fighting,True,80,120,70,110,70,80,530,Blaze,,Speed Boost,1.9,52.0,Combusken
258,Mudkip,Water,,True,50,70,50,50,50,40,310,Torrent,,Damp,0.4,7.6,
259,Marshtomp,Water,Ground,True,70,85,70,60,70,50,405,Torrent,,Damp,0.7,28.0,Mudkip
260,Swampert,Water,Ground,True,100,110,90,85,90,60,535,Torrent,,Damp,1.5,81.9,Marshtomp
261,Poochyena,Dark,,False,35,55,35,30,30,35,220,Run Away,Quick Feet,Rattled,0.5,13.6,
262,Mightyena,Dark,,False,70,90,70,60,60,70,420,Intimidate,Quick Feet,Moxie,1.0,37.0,Poochyena
263,Zigzagoon,Normal,,False,38,30,41,30,41,60,240,Pickup,Gluttony,Quick Feet,0.4,17.5,
263,Zigzagoon-Galar,Dark,Normal,False,38,30,41,30,41,60,240,Pickup,Gluttony,Quick Feet,0.4,17.5,
264,Linoone,Normal,,False,78,70,61,50,61,100,420,Pickup,Gluttony,Quick Feet,0.5,32.5,Zigzagoon
264,Linoone-Galar,Dark,Normal,False,78,70,61,50,61,100,420,Pickup,Gluttony,Quick Feet,0.5,32.5,Zigzagoon-Galar
265,Wurmple,Bug,,False,45,45,35,20,30,20,195,Shield Dust,,Run Away,0.3,3.6,
266,Silcoon,Bug,,False,50,35,55,25,25,15,205,Shed Skin,,,0.6,10.0,Wurmple
267,Beautifly,Bug,Flying,False,60,70,50,100,50,65,395,Swarm,,Rivalry,1.0,28.4,Silcoon
268,Cascoon,Bug,,False,50,35,55,25,25,15,205,Shed Skin,,,0.7,11.5,Wurmple
269,Dustox,Bug,Poison,False,60,50,70,50,90,65,385,Shield Dust,,Compound Eyes,1.2,31.6,Cascoon
270,Lotad,Water,Grass,False,40,30,30,40,50,30,220,Swift Swim,Rain Dish,Own Tempo,0.5,2.6,
271,Lombre,Water,Grass,False,60,50,50,60,70,50,340,Swift Swim,Rain Dish,Own Tempo,1.2,32.5,Lotad
272,Ludicolo,Water,Grass,False,80,70,70,90,100,70,480,Swift Swim,Rain Dish,Own Tempo,1.5,55.0,Lombre
273,Seedot,Grass,,False,40,40,50,30,30,30,220,Chlorophyll,Early Bird,Pickpocket,0.5,4.0,
274,Nuzleaf,Grass,Dark,False,70,70,40,60,40,60,340,Chlorophyll,Early Bird,Pickpocket,1.0,28.0,Seedot
275,Shiftry,Grass,Dark,False,90,100,60,90,60,80,480,Chlorophyll,Wind Rider,Pickpocket,1.3,59.6,Nuzleaf
276,Taillow,Normal,Flying,False,40,55,30,30,30,85,270,Guts,,Scrappy,0.3,2.3,
277,Swellow,Normal,Flying,False,60,85,60,75,50,125,455,Guts,,Scrappy,0.7,19.8,Taillow
278,Wingull,Water,Flying,False,40,30,30,55,30,85,270,Keen Eye,Hydration,Rain Dish,0.6,9.5,
279,Pelipper,Water,Flying,False,60,50,100,95,70,65,440,Keen Eye,Drizzle,Rain Dish,1.2,28.0,Wingull
280,Ralts,Psychic,Fairy,False,28,25,25,45,35,40,198,Synchronize,Trace,Telepathy,0.4,6.6,
281,Kirlia,Psychic,Fairy,False,38,35,35,65,55,50,278,Synchronize,Trace,Telepathy,0.8,20.2,Ralts
282,Gardevoir,Psychic,Fairy,False,68,65,65,125,115,80,518,Synchronize,Trace,Telepathy,1.6,48.4,Kirlia
283,Surskit,Bug,Water,False,40,30,32,50,52,65,269,Swift Swim,,Rain Dish,0.5,1.7,
284,Masquerain,Bug,Flying,False,70,60,62,100,82,80,454,Intimidate,,Unnerve,0.8,3.6,Surskit
285,Shroomish,Grass,,False,60,40,60,40,60,35,295,Effect Spore,Poison Heal,Quick Feet,0.4,4.5,
286,Breloom,Grass,Fighting,False,60,130,80,60,60,70,460,Effect Spore,Poison Heal,Technician,1.2,39.2,Shroomish
287,Slakoth,Normal,,False,60,60,60,35,35,30,280,Truant,,,0.8,24.0,
288,Vigoroth,Normal,,False,80,80,80,55,55,90,440,Vital Spirit,,,1.4,46.5,Slakoth
289,Slaking,Normal,,False,150,160,100,95,65,100,670,Truant,,,2.0,130.5,Vigoroth
290,Nincada,Bug,Ground,False,31,45,90,30,30,40,266,Compound Eyes,,Run Away,0.5,5.5,
291,Ninjask,Bug,Flying,False,61,90,45,50,50,160,456,Speed Boost,,Infiltrator,0.8,12.0,Nincada
292,Shedinja,Bug,Ghost,False,1,90,45,30,30,40,236,Wonder Guard,,,0.8,1.2,Nincada
293,Whismur,Normal,,False,64,51,23,51,23,28,240,Soundproof,,Rattled,0.6,16.3,
294,Loudred,Normal,,False,84,71,43,71,43,48,360,Soundproof,,Scrappy,1.0,40.5,Whismur
295,Exploud,Normal,,False,104,91,63,91,73,68,490,Soundproof,,Scrappy,1.5,84.0,Loudred
296,Makuhita,Fighting,,True,72,60,30,20,30,25,237,Thick Fat,Guts,Sheer Force,1.0,86.4,
297,Hariyama,Fighting,,True,144,120,60,40,60,50,474,Thick Fat,Guts,Sheer Force,2.3,253.8,Makuhita
298,Azurill,Normal,Fairy,True,50,20,40,20,40,20,190,Thick Fat,Huge Power,Sap Sipper,0.2,2.0,
299,Nosepass,Rock,,False,30,45,135,45,90,30,375,Sturdy,Magnet Pull,Sand Force,1.0,97.0,
300,Skitty,Normal,,True,50,45,45,35,35,50,260,Cute Charm,Normalize,Wonder Skin,0.6,11.0,
301,Delcatty,Normal,,True,70,65,65,55,55,90,400,Cute Charm,Normalize,Wonder Skin,1.1,32.6,Skitty
302,Sableye,Dark,Ghost,False,50,75,75,65,65,50,380,Keen Eye,Stall,Prankster,0.5,11.0,
303,Mawile,Steel,Fairy,False,50,85,85,55,55,50,380,Hyper Cutter,Intimidate,Sheer Force,0.6,11.5,
304,Aron,Steel,Rock,False,50,70,100,40,40,30,330,Sturdy,Rock Head,Heavy Metal,0.4,60.0,
305,Lairon,Steel,Rock,False,60,90,140,50,50,40,430,Sturdy,Rock Head,Heavy Metal,0.9,120.0,Aron
306,Aggron,Steel,Rock,False,70,110,180,60,60,50,530,Sturdy,Rock Head,Heavy Metal,2.1,360.0,Lairon
307,Meditite,Fighting,Psychic,False,30,40,55,40,55,60,280,Pure Power,,Telepathy,0.6,11.2,
308,Medicham,Fighting,Psychic,False,60,60,75,60,75,80,410,Pure Power,,Telepathy,1.3,31.5,Meditite
309,Electrike,Electric,,False,40,45,40,65,40,65,295,Static,Lightning Rod,Minus,0.6,15.2,
310,Manectric,Electric,,False,70,75,60,105,60,105,475,Static,Lightning Rod,Minus,1.5,40.2,Electrike
311,Plusle,Electric,,False,60,50,40,85,75,95,405,Plus,,Lightning Rod,0.4,4.2,
312,Minun,Electric,,False,60,40,50,75,85,95,405,Minus,,Volt Absorb,0.4,4.2,
313,Volbeat,Bug,,False,65,73,75,47,85,85,430,Illuminate,Swarm,Prankster,0.7,17.7,
314,Illumise,Bug,,False,65,47,75,73,85,85,430,Oblivious,Tinted Lens,Prankster,0.6,17.7,
315,Roselia,Grass,Poison,False,50,60,45,100,80,65,400,Natural Cure,Poison Point,Leaf Guard,0.3,2.0,Budew
316,Gulpin,Poison,,False,70,43,53,43,53,40,302,Liquid Ooze,Sticky Hold,Gluttony,0.4,10.3,
317,Swalot,Poison,,False,100,73,83,73,83,55,467,Liquid Ooze,Sticky Hold,Gluttony,1.7,80.0,Gulpin
318,Carvanha,Water,Dark,False,45,90,20,65,20,65,305,Rough Skin,,Speed Boost,0.8,20.8,
319,Sharpedo,Water,Dark,False,70,120,40,95,40,95,460,Rough Skin,,Speed Boost,1.8,88.8,Carvanha
320,Wailmer,Water,,False,130,70,35,70,35,60,400,Water Veil,Oblivious,Pressure,2.0,130.0,
321,Wailord,Water,,False,170,90,45,90,45,60,500,Water Veil,Oblivious,Pressure,14.5,398.0,Wailmer
322,Numel,Fire,Ground,False,60,60,40,65,45,35,305,Oblivious,Simple,Own Tempo,0.7,24.0,
323,Camerupt,Fire,Ground,False,70,100,70,105,75,40,460,Magma Armor,Solid Rock,Anger Point,1.9,220.0,Numel
324,Torkoal,Fire,,False,70,85,140,85,70,20,470,White Smoke,Drought,Shell Armor,0.5,80.4,
325,Spoink,Psychic,,False,60,25,35,70,80,60,330,Thick Fat,Own Tempo,Gluttony,0.7,30.6,
326,Grumpig,Psychic,,False,80,45,65,90,110,80,470,Thick Fat,Own Tempo,Gluttony,0.9,71.5,Spoink
327,Spinda,Normal,,False,60,60,60,60,60,60,360,Own Tempo,Tangled Feet,Contrary,1.1,5.0,
328,Trapinch,Ground,,False,45,100,45,45,45,10,290,Hyper Cutter,Arena Trap,Sheer Force,0.7,15.0,
329,Vibrava,Ground,Dragon,False,50,70,50,50,50,70,340,Levitate,,,1.1,15.3,Trapinch
330,Flygon,Ground,Dragon,False,80,100,80,80,80,100,520,Levitate,,,2.0,82.0,Vibrava
331,Cacnea,Grass,,False,50,85,40,85,40,35,335,Sand Veil,,Water Absorb,0.4,51.3,
332,Cacturne,Grass,Dark,False,70,115,60,115,60,55,475,Sand Veil,,Water Absorb,1.3,77.4,Cacnea
333,Swablu,Normal,Flying,False,45,40,60,40,75,50,310,Natural Cure,,Cloud Nine,0.4,1.2,
334,Altaria,Dragon,Flying,False,75,70,90,70,105,80,490,Natural Cure,,Cloud Nine,1.1,20.6,Swablu
335,Zangoose,Normal,,False,73,115,60,60,60,90,458,Immunity,,Toxic Boost,1.3,40.3,
336,Seviper,Poison,,False,73,100,60,100,60,65,458,Shed Skin,,Infiltrator,2.7,52.5,
337,Lunatone,Rock,Psychic,False,90,55,65,95,85,70,460,Levitate,,,1.0,168.0,
338,Solrock,Rock,Psychic,False,90,95,85,55,65,70,460,Levitate,,,1.2,154.0,
339,Barboach,Water,Ground,False,50,48,43,46,41,60,288,Oblivious,Anticipation,Hydration,0.4,1.9,
340,Whiscash,Water,Ground,False,110,78,73,76,71,60,468,Oblivious,Anticipation,Hydration,0.9,23.6,Barboach
341,Corphish,Water,,False,43,80,65,50,35,35,308,Hyper Cutter,Shell Armor,Adaptability,0.6,11.5,
342,Crawdaunt,Water,Dark,False,63,120,85,90,55,55,468,Hyper Cutter,Shell Armor,Adaptability,1.1,32.8,Corphish
343,Baltoy,Ground,Psychic,False,40,40,55,40,70,55,300,Levitate,,,0.5,21.5,
344,Claydol,Ground,Psychic,False,60,70,105,70,120,75,500,Levitate,,,1.5,108.0,Baltoy
345,Lileep,Rock,Grass,True,66,41,77,61,87,23,355,Suction Cups,,Storm Drain,1.0,23.8,
346,Cradily,Rock,Grass,True,86,81,97,81,107,43,495,Suction Cups,,Storm Drain,1.5,60.4,Lileep
347,Anorith,Rock,Bug,True,45,95,50,40,50,75,355,Battle Armor,,Swift Swim,0.7,12.5,
348,Armaldo,Rock,Bug,True,75,125,100,70,80,45,495,Battle Armor,,Swift Swim,1.5,68.2,Anorith
349,Feebas,Water,,False,20,15,20,10,55,80,200,Swift Swim,Oblivious,Adaptability,0.6,7.4,
350,Milotic,Water,,False,95,60,79,100,125,81,540,Marvel Scale,Competitive,Cute Charm,6.2,162.0,Feebas
351,Castform,Normal,,False,70,70,70,70,70,70,420,Forecast,,,0.3,0.8,
351,Castform-Sunny,Fire,,False,70,70,70,70,70,70,420,Forecast,,,0.3,0.8,
351,Castform-Rainy,Water,,False,70,70,70,70,70,70,420,Forecast,,,0.3,0.8,
351,Castform-Snowy,Ice,,False,70,70,70,70,70,70,420,Forecast,,,0.3,0.8,
352,Kecleon,Normal,,False,60,90,70,60,120,40,440,Color Change,,Protean,1.0,22.0,
353,Shuppet,Ghost,,False,44,75,35,63,33,45,295,Insomnia,Frisk,Cursed Body,0.6,2.3,
354,Banette,Ghost,,False,64,115,65,83,63,65,455,Insomnia,Frisk,Cursed Body,1.1,12.5,Shuppet
355,Duskull,Ghost,,False,20,40,90,30,90,25,295,Levitate,,Frisk,0.8,15.0,
356,Dusclops,Ghost,,False,40,70,130,60,130,25,455,Pressure,,Frisk,1.6,30.6,Duskull
357,Tropius,Grass,Flying,False,99,68,83,72,87,51,460,Chlorophyll,Solar Power,Harvest,2.0,100.0,
358,Chimecho,Psychic,,False,75,50,80,95,90,65,455,Levitate,,,0.6,1.0,Chingling
359,Absol,Dark,,False,65,130,60,75,60,75,465,Pressure,Super Luck,Justified,1.2,47.0,
360,Wynaut,Psychic,,False,95,23,48,23,48,23,260,Shadow Tag,,Telepathy,0.6,14.0,
361,Snorunt,Ice,,False,50,50,50,50,50,50,300,Inner Focus,Ice Body,Moody,0.7,16.8,
362,Glalie,Ice,,False,80,80,80,80,80,80,480,Inner Focus,Ice Body,Moody,1.5,256.5,Snorunt
363,Spheal,Ice,Water,False,70,40,50,55,50,25,290,Thick Fat,Ice Body,Oblivious,0.8,39.5,
364,Sealeo,Ice,Water,False,90,60,70,75,70,45,410,Thick Fat,Ice Body,Oblivious,1.1,87.6,Spheal
365,Walrein,Ice,Water,False,110,80,90,95,90,65,530,Thick Fat,Ice Body,Oblivious,1.4,150.6,Sealeo
366,Clamperl,Water,,False,35,64,85,74,55,32,345,Shell Armor,,Rattled,0.4,52.5,
367,Huntail,Water,,False,55,104,105,94,75,52,485,Swift Swim,,Water Veil,1.7,27.0,Clamperl
368,Gorebyss,Water,,False,55,84,105,114,75,52,485,Swift Swim,,Hydration,1.8,22.6,Clamperl
369,Relicanth,Water,Rock,True,100,90,130,45,65,55,485,Swift Swim,Rock Head,Sturdy,1.0,23.4,
370,Luvdisc,Water,,True,43,30,55,40,65,97,330,Swift Swim,,Hydration,0.6,8.7,
371,Bagon,Dragon,,False,45,75,60,40,30,50,300,Rock Head,,Sheer Force,0.6,42.1,
372,Shelgon,Dragon,,False,65,95,100,60,50,50,420,Rock Head,,Overcoat,1.1,110.5,Bagon
373,Salamence,Dragon,Flying,False,95,135,80,110,80,100,600,Intimidate,,Moxie,1.5,102.6,Shelgon
374,Beldum,Steel,Psychic,False,40,55,80,35,60,30,300,Clear Body,,Light Metal,0.6,95.2,
375,Metang,Steel,Psychic,False,60,75,100,55,80,50,420,Clear Body,,Light Metal,1.2,202.5,Beldum
376,Metagross,Steel,Psychic,False,80,135,130,95,90,70,600,Clear Body,,Light Metal,1.6,550.0,Metang
377,Regirock,Rock,,False,80,100,200,50,100,50,580,Clear Body,,Sturdy,1.7,230.0,
378,Regice,Ice,,False,80,50,100,100,200,50,580,Clear Body,,Ice Body,1.8,175.0,
379,Registeel,Steel,,False,80,75,150,75,150,50,580,Clear Body,,Light Metal,1.9,205.0,
380,Latias,Dragon,Psychic,False,80,80,90,110,130,110,600,Levitate,,,1.4,40.0,
381,Latios,Dragon,Psychic,False,80,90,80,130,110,110,600,Levitate,,,2.0,60.0,
382,Kyogre,Water,,False,100,100,90,150,140,90,670,Drizzle,,,4.5,352.0,
382,Kyogre-Primal,Water,,False,100,150,90,180,160,90,770,Primordial Sea,,,9.8,430.0,
383,Groudon,Ground,,False,100,150,140,100,90,90,670,Drought,,,3.5,950.0,
383,Groudon-Primal,Ground,Fire,False,100,180,160,150,90,90,770,Desolate Land,,,5.0,999.7,
384,Rayquaza,Dragon,Flying,False,105,150,90,150,90,95,680,Air Lock,,,7.0,206.5,
385,Jirachi,Steel,Psychic,False,100,100,100,100,100,100,600,Serene Grace,,,0.3,1.1,
386,Deoxys,Psychic,,False,50,150,50,150,50,150,600,Pressure,,,1.7,60.8,
386,Deoxys-Attack,Psychic,,False,50,180,20,180,20,150,600,Pressure,,,1.7,60.8,
386,Deoxys-Defense,Psychic,,False,50,70,160,70,160,90,600,Pressure,,,1.7,60.8,
386,Deoxys-Speed,Psychic,,False,50,95,90,95,90,180,600,Pressure,,,1.7,60.8,
387,Turtwig,Grass,,True,55,68,64,45,55,31,318,Overgrow,,Shell Armor,0.4,10.2,
388,Grotle,Grass,,True,75,89,85,55,65,36,405,Overgrow,,Shell Armor,1.1,97.0,Turtwig
389,Torterra,Grass,Ground,True,95,109,105,75,85,56,525,Overgrow,,Shell Armor,2.2,310.0,Grotle
390,Chimchar,Fire,,True,44,58,44,58,44,61,309,Blaze,,Iron Fist,0.5,6.2,
391,Monferno,Fire,Fighting,True,64,78,52,78,52,81,405,Blaze,,Iron Fist,0.9,22.0,Chimchar
392,Infernape,Fire,Fighting,True,76,104,71,104,71,108,534,Blaze,,Iron Fist,1.2,55.0,Monferno
393,Piplup,Water,,True,53,51,53,61,56,40,314,Torrent,,Competitive,0.4,5.2,
394,Prinplup,Water,,True,64,66,68,81,76,50,405,Torrent,,Competitive,0.8,23.0,Piplup
395,Empoleon,Water,Steel,True,84,86,88,111,101,60,530,Torrent,,Competitive,1.7,84.5,Prinplup
396,Starly,Normal,Flying,False,40,55,30,30,30,60,245,Keen Eye,,Reckless,0.3,2.0,
397,Staravia,Normal,Flying,False,55,75,50,40,40,80,340,Intimidate,,Reckless,0.6,15.5,Starly
398,Staraptor,Normal,Flying,False,85,120,70,50,60,100,485,Intimidate,,Reckless,1.2,24.9,Staravia
399,Bidoof,Normal,,False,59,45,40,35,40,31,250,Simple,Unaware,Moody,0.5,20.0,
400,Bibarel,Normal,Water,False,79,85,60,55,60,71,410,Simple,Unaware,Moody,1.0,31.5,Bidoof
401,Kricketot,Bug,,False,37,25,41,25,41,25,194,Shed Skin,,Run Away,0.3,2.2,
402,Kricketune,Bug,,False,77,85,51,55,51,65,384,Swarm,,Technician,1.0,25.5,Kricketot
403,Shinx,Electric,,False,45,65,34,40,34,45,263,Rivalry,Intimidate,Guts,0.5,9.5,
404,Luxio,Electric,,False,60,85,49,60,49,60,363,Rivalry,Intimidate,Guts,0.9,30.5,Shinx
405,Luxray,Electric,,False,80,120,79,95,79,70,523,Rivalry,Intimidate,Guts,1.4,42.0,Luxio
406,Budew,Grass,Poison,False,40,30,35,50,70,55,280,Natural Cure,Poison Point,Leaf Guard,0.2,1.2,
407,Roserade,Grass,Poison,False,60,70,65,125,105,90,515,Natural Cure,Poison Point,Technician,0.9,14.5,Roselia
408,Cranidos,Rock,,True,67,125,40,30,30,58,350,Mold Breaker,,Sheer Force,0.9,31.5,
409,Rampardos,Rock,,True,97,165,60,65,50,58,495,Mold Breaker,,Sheer Force,1.6,102.5,Cranidos
410,Shieldon,Rock,Steel,True,30,42,118,42,88,30,350,Sturdy,,Soundproof,0.5,57.0,
411,Bastiodon,Rock,Steel,True,60,52,168,47,138,30,495,Sturdy,,Soundproof,1.3,149.5,Shieldon
